,Brand,count,Percentage,state,year,quarter
5199,Huawei,56066,0.009381000537433001,punjab,2021,2
5200,Motorola,47652,0.007973164442082,punjab,2021,2
5201,Tecno,44884,0.0075100208347690005,punjab,2021,2
5202,Others,329384,0.055112750704921006,punjab,2021,2
5203,Xiaomi,1468863,0.22826643368575703,punjab,2021,3
5204,Samsung,1373929,0.21351335895004403,punjab,2021,3
5205,Vivo,1315799,0.204479754188978,punjab,2021,3
5206,Oppo,964011,0.14981067193049302,punjab,2021,3
5207,Apple,450178,0.069959231448941,punjab,2021,3
5208,Realme,292875,0.045513796566266,punjab,2021,3
5209,OnePlus,71087,0.011047167755889,punjab,2021,3
5210,Huawei,59682,0.009274790974538,punjab,2021,3
5211,Tecno,54005,0.008392565372808001,punjab,2021,3
5212,Motorola,47647,0.0074045099957070004,punjab,2021,3
5213,Others,336786,0.052337719130573,punjab,2021,3
5214,Xiaomi,1548508,0.22507046769503303,punjab,2021,4
5215,Samsung,1427734,0.20751637003108803,punjab,2021,4
5216,Vivo,1424349,0.207024371582809,punjab,2021,4
5217,Oppo,1041175,0.15133131001091102,punjab,2021,4
5218,Apple,497157,0.072260110059398,punjab,2021,4
5219,Realme,350868,0.050997492334053006,punjab,2021,4
5220,OnePlus,80227,0.011660726590866002,punjab,2021,4
5221,Tecno,62454,0.009077480380744001,punjab,2021,4
5222,Huawei,58314,0.008475745203233001,punjab,2021,4
5223,Motorola,48503,0.0070497491098600006,punjab,2021,4
5224,Others,340814,0.049536177002001004,punjab,2021,4
5225,Xiaomi,1619926,0.22182483636932201,punjab,2022,1
5226,Vivo,1523181,0.208577043695737,punjab,2022,1
5227,Samsung,1477258,0.20228857004904702,punjab,2022,1
5228,Oppo,1119920,0.15335643155720202,punjab,2022,1
5229,Apple,540804,0.074055085730999,punjab,2022,1
5230,Realme,403062,0.055193362040421,punjab,2022,1
5231,OnePlus,89199,0.012214479907913,punjab,2022,1
5232,Tecno,74590,0.010213994061943002,punjab,2022,1
5233,Huawei,58651,0.008031384444658,punjab,2022,1
5234,Motorola,48805,0.006683120796261001,punjab,2022,1
5235,Others,347330,0.047561691346491006,punjab,2022,1
5236,Xiaomi,713005,0.225762949931638,rajasthan,2018,1
5237,Samsung,662282,0.20970222930642102,rajasthan,2018,1
5238,Vivo,535439,0.16953918717042102,rajasthan,2018,1
5239,Oppo,352258,0.11153751406654801,rajasthan,2018,1
5240,Realme,149488,0.047333261140357005,rajasthan,2018,1
5241,Apple,94107,0.029797650688588,rajasthan,2018,1
5242,OnePlus,71745,0.022717039632043003,rajasthan,2018,1
5243,Gionee,69299,0.021942548323381002,rajasthan,2018,1
5244,Lenovo,63011,0.019951542048292,rajasthan,2018,1
5245,Motorola,61235,0.019389196764488,rajasthan,2018,1
5246,Others,386333,0.12232688092781902,rajasthan,2018,1
5247,Xiaomi,966424,0.22939289298460602,rajasthan,2018,2
5248,Samsung,874984,0.207688458766796,rajasthan,2018,2
5249,Vivo,735141,0.17449496364080003,rajasthan,2018,2
5250,Oppo,479239,0.113753404966194,rajasthan,2018,2
5251,Realme,195523,0.046409843521093,rajasthan,2018,2
5252,Apple,119357,0.028330885333935,rajasthan,2018,2
5253,OnePlus,87155,0.020687335567073,rajasthan,2018,2
5254,Gionee,84445,0.020044082978159003,rajasthan,2018,2
5255,Lenovo,79981,0.018984496425794,rajasthan,2018,2
5256,Motorola,78566,0.018648628376601,rajasthan,2018,2
5257,Others,512149,0.12156500743894301,rajasthan,2018,2
5258,Xiaomi,1205544,0.232934972069111,rajasthan,2018,3
5259,Samsung,1072593,0.20724620627411702,rajasthan,2018,3
5260,Vivo,938611,0.181358230864042,rajasthan,2018,3
5261,Oppo,601973,0.11631310341336301,rajasthan,2018,3
5262,Realme,239840,0.046341837130005004,rajasthan,2018,3
5263,Apple,140247,0.027098497464859,rajasthan,2018,3
5264,OnePlus,101721,0.019654511402190003,rajasthan,2018,3
5265,Gionee,95819,0.018514128135256002,rajasthan,2018,3
5266,Motorola,91763,0.017730428621417,rajasthan,2018,3
5267,Huawei,91725,0.01772308626897,rajasthan,2018,3
5268,Others,595617,0.11508499835666501,rajasthan,2018,3
5269,Xiaomi,1482976,0.23321860406892,rajasthan,2018,4
5270,Samsung,1317264,0.207158087029218,rajasthan,2018,4
5271,Vivo,1200927,0.18886247554153002,rajasthan,2018,4
5272,Oppo,760058,0.119529692841566,rajasthan,2018,4
5273,Realme,293498,0.046156643031997006,rajasthan,2018,4
5274,Apple,166540,0.026190731557110002,rajasthan,2018,4
5275,OnePlus,117138,0.018421579879529002,rajasthan,2018,4
5276,Huawei,115507,0.018165082442459003,rajasthan,2018,4
5277,Motorola,107515,0.016908229274425,rajasthan,2018,4
5278,Gionee,106066,0.016680353868959,rajasthan,2018,4
5279,Others,691249,0.10870852046428,rajasthan,2018,4
5280,Xiaomi,1788113,0.23185499242499202,rajasthan,2019,1
5281,Samsung,1592757,0.206524230946173,rajasthan,2019,1
5282,Vivo,1503951,0.19500923471422602,rajasthan,2019,1
5283,Oppo,948608,0.123000895723194,rajasthan,2019,1
5284,Realme,350506,0.04544822725125,rajasthan,2019,1
5285,Apple,191305,0.024805490103736002,rajasthan,2019,1
5286,Huawei,143491,0.018605705969396,rajasthan,2019,1
5287,OnePlus,131526,0.017054268792682,rajasthan,2019,1
5288,Gionee,123156,0.015968975924392,rajasthan,2019,1
5289,Motorola,121229,0.015719112201907002,rajasthan,2019,1
5290,Others,817562,0.10600886594804801,rajasthan,2019,1
5291,Xiaomi,2038775,0.2321026965705,rajasthan,2019,2
5292,Samsung,1811211,0.20619585641287103,rajasthan,2019,2
5293,Vivo,1744564,0.198608482417048,rajasthan,2019,2
5294,Oppo,1100301,0.125262880474411,rajasthan,2019,2
5295,Realme,400579,0.045603593378138005,rajasthan,2019,2
5296,Apple,212354,0.024175269967275002,rajasthan,2019,2
5297,Huawei,163775,0.018644832868184,rajasthan,2019,2
5298,OnePlus,142119,0.016179423003471,rajasthan,2019,2
5299,Gionee,135881,0.015469262921458001,rajasthan,2019,2
5300,Motorola,131957,0.015022538304302,rajasthan,2019,2
5301,Others,902419,0.10273516368233601,rajasthan,2019,2
5302,Xiaomi,2275622,0.232270224543405,rajasthan,2019,3
5303,Samsung,1996093,0.20373900820062302,rajasthan,2019,3
5304,Vivo,1985897,0.202698313740188,rajasthan,2019,3
5305,Oppo,1244255,0.12699973380432,rajasthan,2019,3
5306,Realme,458929,0.046842376229215006,rajasthan,2019,3
5307,Apple,232599,0.023741123068142002,rajasthan,2019,3
5308,Huawei,184875,0.018869987090326,rajasthan,2019,3
5309,OnePlus,152982,0.015614703800147001,rajasthan,2019,3
5310,Gionee,146595,0.014962789763387002,rajasthan,2019,3
5311,Motorola,139254,0.014213502000142,rajasthan,2019,3
5312,Others,980203,0.10004823776010201,rajasthan,2019,3
5313,Xiaomi,2527395,0.23133984699906102,rajasthan,2019,4
5314,Vivo,2262135,0.207059824361139,rajasthan,2019,4
5315,Samsung,2211270,0.202404002331892,rajasthan,2019,4
5316,Oppo,1410408,0.129098764113346,rajasthan,2019,4
5317,Realme,530557,0.048563431993922004,rajasthan,2019,4
5318,Apple,250014,0.022884511723582003,rajasthan,2019,4
5319,Huawei,204976,0.018762052025298,rajasthan,2019,4
5320,OnePlus,162057,0.014833550586721,rajasthan,2019,4
5321,Gionee,157774,0.014441515085861,rajasthan,2019,4
5322,Motorola,147914,0.013539000484300002,rajasthan,2019,4
5323,Others,1060531,0.09707350029487301,rajasthan,2019,4
5324,Xiaomi,2776323,0.22865350694812403,rajasthan,2020,1
5325,Vivo,2582003,0.21264962358507203,rajasthan,2020,1
5326,Samsung,2440121,0.200964449751619,rajasthan,2020,1
5327,Oppo,1591219,0.131050243315524,rajasthan,2020,1
5328,Realme,608298,0.05009844710775,rajasthan,2020,1
5329,Apple,267588,0.022038118265502,rajasthan,2020,1
5330,Huawei,225019,0.018532203738527,rajasthan,2020,1
5331,OnePlus,170114,0.014010316047870001,rajasthan,2020,1
5332,Gionee,158979,0.013093255316872,rajasthan,2020,1
5333,Motorola,156126,0.012858286815252001,rajasthan,2020,1
5334,Others,1166263,0.09605154910788101,rajasthan,2020,1
5335,Xiaomi,3073847,0.22663138296040802,rajasthan,2020,2
5336,Vivo,2941265,0.21685625686738702,rajasthan,2020,2
5337,Samsung,2715434,0.20020598382343502,rajasthan,2020,2
5338,Oppo,1799104,0.13264597346894702,rajasthan,2020,2
5339,Realme,689124,0.050808360061905006,rajasthan,2020,2
5340,Apple,283321,0.020888947970320003,rajasthan,2020,2
5341,Huawei,246837,0.018199022487390002,rajasthan,2020,2
5342,Tecno,183365,0.013519301232798,rajasthan,2020,2
5343,OnePlus,177245,0.013068080315258001,rajasthan,2020,2
5344,Gionee,172589,0.012724798519169,rajasthan,2020,2
5345,Others,1281070,0.09445189229297701,rajasthan,2020,2
5346,Xiaomi,3353468,0.22402135768592601,rajasthan,2020,3
5347,Vivo,3346801,0.223575982810814,rajasthan,2020,3
5348,Samsung,2973921,0.198666520769152,rajasthan,2020,3
5349,Oppo,2001908,0.133733242160747,rajasthan,2020,3
5350,Realme,784695,0.052419894649168006,rajasthan,2020,3
5351,Apple,302588,0.020213753218897002,rajasthan,2020,3
5352,Huawei,265862,0.017760350239541003,rajasthan,2020,3
5353,Tecno,214914,0.014356876542645001,rajasthan,2020,3
5354,OnePlus,186566,0.012463148185112,rajasthan,2020,3
5355,Gionee,180038,0.012027058911866001,rajasthan,2020,3
5356,Others,1358651,0.09076181482612601,rajasthan,2020,3
5357,Vivo,3720519,0.227840434002425,rajasthan,2020,4
5358,Xiaomi,3613815,0.22130600005119502,rajasthan,2020,4
5359,Samsung,3222360,0.197333732447557,rajasthan,2020,4
5360,Oppo,2201891,0.13484134903384,rajasthan,2020,4
5361,Realme,880750,0.053936147684674,rajasthan,2020,4
5362,Apple,323405,0.019804961500950003,rajasthan,2020,4
5363,Huawei,283175,0.017341321170147,rajasthan,2020,4
5364,Tecno,259273,0.015877589348451,rajasthan,2020,4
5365,OnePlus,195918,0.011997799809351001,rajasthan,2020,4
5366,Gionee,188604,0.011549898606778,rajasthan,2020,4
5367,Others,1439784,0.088170766344627,rajasthan,2020,4
5368,Vivo,4143832,0.23463061845340402,rajasthan,2021,1
5369,Xiaomi,3873176,0.21930562828292302,rajasthan,2021,1
5370,Samsung,3430073,0.194216403881799,rajasthan,2021,1
5371,Oppo,2390404,0.135348626313395,rajasthan,2021,1
5372,Realme,987022,0.055886817391997,rajasthan,2021,1
5373,Apple,347215,0.01965988731838,rajasthan,2021,1
5374,Tecno,301891,0.017093567508411,rajasthan,2021,1
5375,Huawei,295928,0.016755932590336,rajasthan,2021,1
5376,OnePlus,208798,0.011822487946382,rajasthan,2021,1
5377,Gionee,189685,0.01074027828863,rajasthan,2021,1
5378,Others,1493064,0.084539752024337,rajasthan,2021,1
5379,Vivo,4603263,0.242519711174103,rajasthan,2021,2
5380,Xiaomi,4079016,0.214900122411982,rajasthan,2021,2
5381,Samsung,3591961,0.189239968315659,rajasthan,2021,2
5382,Oppo,2591657,0.1365396474419,rajasthan,2021,2
5383,Realme,1162747,0.06125851740570801,rajasthan,2021,2
5384,Tecno,375642,0.019790437640617,rajasthan,2021,2
5385,Apple,373677,0.019686912981597002,rajasthan,2021,2
5386,Huawei,291917,0.015379444217462,rajasthan,2021,2
5387,OnePlus,233039,0.012277497716793002,rajasthan,2021,2
5388,Motorola,188248,0.009917715018477,rajasthan,2021,2
5389,Others,1489818,0.078490025675695,rajasthan,2021,2
5390,Vivo,5212563,0.25427800188931704,rajasthan,2021,3
5391,Xiaomi,4289230,0.209236192261602,rajasthan,2021,3
5392,Samsung,3672997,0.179175261403163,rajasthan,2021,3
5393,Oppo,2855694,0.1393057818826,rajasthan,2021,3
5394,Realme,1363093,0.066494076796638,rajasthan,2021,3
5395,Tecno,456211,0.022254775917322,rajasthan,2021,3
5396,Apple,403105,0.019664171723505,rajasthan,2021,3
5397,Huawei,298651,0.014568721671516,rajasthan,2021,3
5398,OnePlus,283924,0.013850312678891,rajasthan,2021,3
5399,Motorola,186498,0.009097700842436001,rajasthan,2021,3
5400,Others,1477499,0.07207500293300301,rajasthan,2021,3
5401,Vivo,5751824,0.261717756427774,rajasthan,2021,4
5402,Xiaomi,4469665,0.20337734530537602,rajasthan,2021,4
5403,Samsung,3782393,0.172105302576733,rajasthan,2021,4
5404,Oppo,3095179,0.14083589894655302,rajasthan,2021,4
5405,Realme,1624796,0.07393097629079401,rajasthan,2021,4
5406,Tecno,521804,0.023742967826386,rajasthan,2021,4
5407,Apple,462924,0.021063827870354,rajasthan,2021,4
5408,OnePlus,336937,0.015331205491945001,rajasthan,2021,4
5409,Huawei,287470,0.013080373015636,rajasthan,2021,4
5410,Motorola,189233,0.008610422746262001,rajasthan,2021,4
5411,Others,1454977,0.066203923502181,rajasthan,2021,4
5412,Vivo,6252325,0.26720642807467004,rajasthan,2022,1
5413,Xiaomi,4620642,0.197472979128852,rajasthan,2022,1
5414,Samsung,3887688,0.166148628541983,rajasthan,2022,1
5415,Oppo,3333119,0.142447940940021,rajasthan,2022,1
5416,Realme,1857144,0.07936900507576,rajasthan,2022,1
5417,Tecno,613379,0.026214058233699003,rajasthan,2022,1
5418,Apple,510886,0.021833801539964,rajasthan,2022,1
5419,OnePlus,385558,0.016477642476297003,rajasthan,2022,1
5420,Huawei,284638,0.012164611288491,rajasthan,2022,1
5421,Motorola,189003,0.008077445834213,rajasthan,2022,1
5422,Others,1464475,0.06258745886604601,rajasthan,2022,1
5423,Samsung,5534,0.27599620966535304,sikkim,2018,1
5424,Xiaomi,4679,0.23335494489052902,sikkim,2018,1
5425,Vivo,2155,0.10747593636227601,sikkim,2018,1
5426,Oppo,1825,0.09101790434392301,sikkim,2018,1
5427,Apple,865,0.043139993017804,sikkim,2018,1
5428,Realme,815,0.040646351802902006,sikkim,2018,1
5429,Lenovo,586,0.029225475038651003,sikkim,2018,1
5430,Motorola,575,0.028676873971372002,sikkim,2018,1
5431,OnePlus,528,0.026332851229365004,sikkim,2018,1
5432,Asus,308,0.015360829883796001,sikkim,2018,1
5433,Others,2181,0.10877262979402501,sikkim,2018,1
5434,Samsung,7827,0.27857066590739205,sikkim,2018,2
5435,Xiaomi,6559,0.23344129266469701,sikkim,2018,2
5436,Vivo,3254,0.115813076129124,sikkim,2018,2
5437,Oppo,2531,0.090080791543581,sikkim,2018,2
5438,Apple,1120,0.039861906965156006,sikkim,2018,2
5439,Realme,1110,0.039505997081538,sikkim,2018,2
5440,Motorola,773,0.02751183400363,sikkim,2018,2
5441,Lenovo,759,0.027013560166565004,sikkim,2018,2
5442,OnePlus,690,0.024557781969605,sikkim,2018,2
5443,Micromax,424,0.015090579065380002,sikkim,2018,2
5444,Others,3050,0.10855251450332701,sikkim,2018,2
5445,Samsung,10790,0.286685973908653,sikkim,2018,3
5446,Xiaomi,8637,0.229481627122246,sikkim,2018,3
5447,Vivo,4649,0.12352206605202301,sikkim,2018,3
5448,Oppo,3465,0.09206366075935901,sikkim,2018,3
5449,Realme,1459,0.03876504503547,sikkim,2018,3
5450,Apple,1423,0.037808539469139,sikkim,2018,3
5451,Motorola,945,0.025108271116188,sikkim,2018,3
5452,Lenovo,886,0.023540664771368004,sikkim,2018,3
5453,OnePlus,823,0.021866780030289003,sikkim,2018,3
5454,Micromax,570,0.015144671466907001,sikkim,2018,3
5455,Others,3990,0.10601270026835201,sikkim,2018,3
5456,Samsung,14281,0.294223082945321,sikkim,2018,4
5457,Xiaomi,11024,0.22712101858337702,sikkim,2018,4
5458,Vivo,6387,0.13158762206930602,sikkim,2018,4
5459,Oppo,4507,0.09285508261568201,sikkim,2018,4
5460,Realme,1848,0.038073262186328005,sikkim,2018,4
5461,Apple,1799,0.037063743870781006,sikkim,2018,4
5462,Motorola,1119,0.023054101940747,sikkim,2018,4
5463,Lenovo,1038,0.021385306357905,sikkim,2018,4
5464,OnePlus,969,0.019963739750298002,sikkim,2018,4
5465,Huawei,689,0.014195063661461001,sikkim,2018,4
5466,Others,4877,0.10047797601878901,sikkim,2018,4
5467,Samsung,17397,0.29508446977406805,sikkim,2019,1
5468,Xiaomi,13387,0.227067643666463,sikkim,2019,1
5469,Vivo,7997,0.135643530768708,sikkim,2019,1
5470,Oppo,5660,0.096003799443652,sikkim,2019,1
5471,Realme,2237,0.037943551122871004,sikkim,2019,1
5472,Apple,2138,0.036264332722708,sikkim,2019,1
5473,Motorola,1274,0.021609335775832003,sikkim,2019,1
5474,Lenovo,1168,0.019811384761517,sikkim,2019,1
5475,OnePlus,1088,0.018454440599769,sikkim,2019,1
5476,Huawei,849,0.014400569916547002,sikkim,2019,1
5477,Others,5761,0.097716941447859,sikkim,2019,1
5478,Samsung,21576,0.30389160410710003,sikkim,2019,2
5479,Xiaomi,16005,0.22542571022127,sikkim,2019,2
5480,Vivo,9656,0.136001915519936,sikkim,2019,2
5481,Oppo,6810,0.095916843899209,sikkim,2019,2
5482,Realme,2677,0.037704756405019,sikkim,2019,2
5483,Apple,2509,0.03533852589473,sikkim,2019,2
5484,Motorola,1473,0.020746771081282003,sikkim,2019,2
5485,Lenovo,1289,0.018155185284299002,sikkim,2019,2
5486,OnePlus,1220,0.017183340610431003,sikkim,2019,2
5487,Huawei,1001,0.014098790123804002,sikkim,2019,2
5488,Others,6783,0.09553655685291301,sikkim,2019,2
5489,Samsung,25449,0.30986995908825204,sikkim,2019,3
5490,Xiaomi,18366,0.22362653419053102,sikkim,2019,3
5491,Vivo,11399,0.138795538671342,sikkim,2019,3
5492,Oppo,7934,0.096605299045392,sikkim,2019,3
5493,Realme,3080,0.037502435223066004,sikkim,2019,3
5494,Apple,2833,0.034494934736021006,sikkim,2019,3
5495,Motorola,1581,0.019250438340151003,sikkim,2019,3
5496,OnePlus,1352,0.016462107929086003,sikkim,2019,3
5497,Lenovo,1279,0.015573251509838001,sikkim,2019,3
5498,Huawei,1126,0.013710305864017001,sikkim,2019,3
5499,Others,7729,0.09410919540229801,sikkim,2019,3
5500,Samsung,29310,0.31525620616959904,sikkim,2019,4
5501,Xiaomi,20528,0.22079765951039002,sikkim,2019,4
5502,Vivo,13224,0.142236372241104,sikkim,2019,4
5503,Oppo,9175,0.09868562577980401,sikkim,2019,4
5504,Realme,3578,0.038484705072494005,sikkim,2019,4
5505,Apple,3131,0.033676805920061004,sikkim,2019,4
5506,Motorola,1676,0.018026932839994,sikkim,2019,4
5507,OnePlus,1458,0.015682140859613,sikkim,2019,4
5508,Lenovo,1347,0.014488233016392,sikkim,2019,4
5509,Huawei,1245,0.013391128511810001,sikkim,2019,4
5510,Others,8300,0.08927419007873301,sikkim,2019,4
5511,Samsung,33471,0.31989563322533404,sikkim,2020,1
5512,Xiaomi,22619,0.216178761552503,sikkim,2020,1
5513,Vivo,15342,0.14662958396651002,sikkim,2020,1
5514,Oppo,10442,0.09979833892441001,sikkim,2020,1
5515,Realme,4166,0.039816115682732,sikkim,2020,1
5516,Apple,3439,0.032867888101996,sikkim,2020,1
5517,Motorola,1728,0.016515181925050002,sikkim,2020,1
5518,OnePlus,1548,0.014794850474524002,sikkim,2020,1
5519,Lenovo,1491,0.014250078848524,sikkim,2020,1
5520,HMD Global,1394,0.01332301134463,sikkim,2020,1
5521,Others,8991,0.08593055595378,sikkim,2020,1
5522,Samsung,38977,0.325022306351681,sikkim,2020,2
5523,Xiaomi,25245,0.21051358811217302,sikkim,2020,2
5524,Vivo,18182,0.15161648084989202,sikkim,2020,2
5525,Oppo,12295,0.102525829504423,sikkim,2020,2
5526,Realme,4814,0.040143094203684004,sikkim,2020,2
5527,Apple,3701,0.030861984139558003,sikkim,2020,2
5528,Motorola,1821,0.015184996789553,sikkim,2020,2
5529,HMD Global,1669,0.013917495684659002,sikkim,2020,2
5530,OnePlus,1607,0.013400488655031,sikkim,2020,2
5531,Lenovo,1576,0.013141985140217001,sikkim,2020,2
5532,Others,10034,0.083671750569124,sikkim,2020,2
5533,Samsung,44424,0.329620918136421,sikkim,2020,3
5534,Xiaomi,27830,0.206495366282564,sikkim,2020,3
5535,Vivo,21086,0.156455669904209,sikkim,2020,3
5536,Oppo,14009,0.10394515221891601,sikkim,2020,3
5537,Realme,5459,0.040505145689418,sikkim,2020,3
5538,Apple,4035,0.029939231151640003,sikkim,2020,3
5539,HMD Global,1906,0.014142298531604001,sikkim,2020,3
5540,Motorola,1879,0.013941961668880001,sikkim,2020,3
5541,OnePlus,1694,0.012569283165025001,sikkim,2020,3
5542,Lenovo,1657,0.012294747464254002,sikkim,2020,3
5543,Others,10794,0.08009022578706401,sikkim,2020,3
5544,Samsung,49275,0.33172212759941505,sikkim,2020,4
5545,Xiaomi,30296,0.20395441050739502,sikkim,2020,4
5546,Vivo,23560,0.158607271968386,sikkim,2020,4
5547,Oppo,15658,0.105410554519566,sikkim,2020,4
5548,Realme,6245,0.042041698363436006,sikkim,2020,4
5549,Apple,4413,0.029708569235844,sikkim,2020,4
5550,HMD Global,2070,0.013935358784998,sikkim,2020,4
5551,Motorola,1984,0.013356401849969002,sikkim,2020,4
5552,OnePlus,1764,0.011875349225476001,sikkim,2020,4
5553,Lenovo,1714,0.011538746356273001,sikkim,2020,4
5554,Others,11564,0.077849511589236,sikkim,2020,4
5555,Samsung,52629,0.32849394243912705,sikkim,2021,1
5556,Xiaomi,32524,0.20300474992666,sikkim,2021,1
5557,Vivo,26109,0.162964303770605,sikkim,2021,1
5558,Oppo,16921,0.10561564916704601,sikkim,2021,1
5559,Realme,7053,0.04402264485403801,sikkim,2021,1
5560,Apple,4803,0.029978840668360002,sikkim,2021,1
5561,HMD Global,2163,0.013500777090498002,sikkim,2021,1
5562,Motorola,2031,0.012676873911605002,sikkim,2021,1
5563,OnePlus,1924,0.012009013001441,sikkim,2021,1
5564,Huawei,1738,0.010848058522092,sikkim,2021,1
5565,Others,12318,0.076885146648524,sikkim,2021,1
5566,Samsung,55452,0.322883428438337,sikkim,2021,2
5567,Xiaomi,34745,0.202311633865144,sikkim,2021,2
5568,Vivo,28736,0.167322697100267,sikkim,2021,2
5569,Oppo,18141,0.105630604402003,sikkim,2021,2
5570,Realme,8547,0.049767089786887,sikkim,2021,2
5571,Apple,5244,0.030534528939093003,sikkim,2021,2
5572,HMD Global,2238,0.013031326423663002,sikkim,2021,2
5573,OnePlus,2072,0.012064749039245001,sikkim,2021,2
5574,Motorola,2043,0.011895889134738002,sikkim,2021,2
5575,Tecno,1729,0.010067543961802001,sikkim,2021,2
5576,Others,12793,0.074490508908815,sikkim,2021,2
5577,Samsung,57652,0.31215043342194804,sikkim,2021,3
5578,Xiaomi,37473,0.20289345021197303,sikkim,2021,3
5579,Vivo,32054,0.173552868814735,sikkim,2021,3
5580,Oppo,19674,0.106522716074783,sikkim,2021,3
5581,Realme,10359,0.056087669808817006,sikkim,2021,3
5582,Apple,5768,0.031230203635221002,sikkim,2021,3
5583,OnePlus,2450,0.013265256398455001,sikkim,2021,3
5584,HMD Global,2212,0.011976631491177002,sikkim,2021,3
5585,Tecno,2190,0.011857514903109,sikkim,2021,3
5586,Motorola,2041,0.011050770738468002,sikkim,2021,3
5587,Others,12820,0.069412484501307,sikkim,2021,3
5588,Samsung,59868,0.303271920448616,sikkim,2021,4
5589,Xiaomi,39826,0.20174563212044103,sikkim,2021,4
5590,Vivo,34807,0.17632100178818302,sikkim,2021,4
5591,Oppo,20992,0.10633868099915401,sikkim,2021,4
5592,Realme,12763,0.064653229115482,sikkim,2021,4
5593,Apple,6458,0.032714138809667004,sikkim,2021,4
5594,OnePlus,2920,0.014791775367641001,sikkim,2021,4
5595,Tecno,2588,0.013109970771046002,sikkim,2021,4
5596,HMD Global,2358,0.011944865177020002,sikkim,2021,4
5597,Motorola,2089,0.010582198199658001,sikkim,2021,4
5598,Others,12738,0.064526587203088,sikkim,2021,4
5599,Samsung,61996,0.29575986565911,sikkim,2022,1
5600,Xiaomi,41866,0.19972712006717003,sikkim,2022,1
5601,Vivo,37402,0.17843103579879402,sikkim,2022,1
5602,Oppo,22501,0.10734390504541601,sikkim,2022,1
5603,Realme,14771,0.070466949087855,sikkim,2022,1
5604,Apple,7058,0.033671093809632,sikkim,2022,1
5605,OnePlus,3294,0.015714449278681,sikkim,2022,1
5606,Tecno,3147,0.015013166933821001,sikkim,2022,1
5607,HMD Global,2316,0.011048774902679,sikkim,2022,1
5608,Motorola,2125,0.010137584917181001,sikkim,2022,1
5609,Others,13140,0.062686054499656,sikkim,2022,1
5610,Xiaomi,503469,0.23920562688086103,tamil-nadu,2018,1
5611,Samsung,408997,0.1943205714302,tamil-nadu,2018,1
5612,Vivo,256682,0.121953444440537,tamil-nadu,2018,1
5613,Oppo,160460,0.076236937903431,tamil-nadu,2018,1
5614,Motorola,100336,0.047671129262612,tamil-nadu,2018,1
5615,OnePlus,93643,0.044491185193138,tamil-nadu,2018,1
5616,Apple,93282,0.044319668711877,tamil-nadu,2018,1
5617,Lenovo,92559,0.043976160634449,tamil-nadu,2018,1
5618,Realme,82612,0.039250192659094005,tamil-nadu,2018,1
5619,Huawei,59799,0.028411396296194002,tamil-nadu,2018,1
5620,Others,252915,0.12016368658760102,tamil-nadu,2018,1
5621,Xiaomi,723469,0.24147540283227503,tamil-nadu,2018,2
5622,Samsung,574902,0.19188754741264702,tamil-nadu,2018,2
5623,Vivo,390299,0.13027179913726,tamil-nadu,2018,2
5624,Oppo,240094,0.08013722131509701,tamil-nadu,2018,2
5625,Motorola,139685,0.046623271549474,tamil-nadu,2018,2
5626,Lenovo,127831,0.042666710279849,tamil-nadu,2018,2
5627,Apple,123693,0.041285551976010006,tamil-nadu,2018,2
5628,OnePlus,119948,0.040035566995857,tamil-nadu,2018,2
5629,Realme,116217,0.03879025485675,tamil-nadu,2018,2
5630,Huawei,86507,0.02887381860565,tamil-nadu,2018,2
5631,Others,353391,0.117952855039125,tamil-nadu,2018,2
5632,Xiaomi,948490,0.243191526948648,tamil-nadu,2018,3
5633,Samsung,739663,0.189648572359664,tamil-nadu,2018,3
5634,Vivo,545491,0.139863139544692,tamil-nadu,2018,3
5635,Oppo,327387,0.08394157495929001,tamil-nadu,2018,3
5636,Motorola,177191,0.045431527851171,tamil-nadu,2018,3
5637,Lenovo,153372,0.039324369124785,tamil-nadu,2018,3
5638,Apple,150205,0.038512354695697006,tamil-nadu,2018,3
5639,Realme,149904,0.038435178711120004,tamil-nadu,2018,3
5640,OnePlus,145542,0.037316767931301,tamil-nadu,2018,3
5641,Huawei,118152,0.030294009733404,tamil-nadu,2018,3
5642,Others,444780,0.11404097814022202,tamil-nadu,2018,3
5643,Xiaomi,1270630,0.24435765608346902,tamil-nadu,2018,4
5644,Samsung,978019,0.18808498968629603,tamil-nadu,2018,4
5645,Vivo,776632,0.14935581180943,tamil-nadu,2018,4
5646,Oppo,457237,0.08793225533368201,tamil-nadu,2018,4
5647,Motorola,228639,0.043970070067028,tamil-nadu,2018,4
5648,Realme,198871,0.038245320370977005,tamil-nadu,2018,4
5649,Lenovo,194451,0.037395300428202,tamil-nadu,2018,4
5650,Apple,191032,0.036737785001878,tamil-nadu,2018,4
5651,OnePlus,180637,0.034738699638722004,tamil-nadu,2018,4
5652,Huawei,164880,0.031708436236388,tamil-nadu,2018,4
5653,Others,558850,0.10747367534392101,tamil-nadu,2018,4
5654,Xiaomi,1539941,0.24457860430160303,tamil-nadu,2019,1
5655,Samsung,1181910,0.187714917785881,tamil-nadu,2019,1
5656,Vivo,982792,0.156090327927356,tamil-nadu,2019,1
5657,Oppo,574119,0.091183508798734,tamil-nadu,2019,1
5658,Motorola,263727,0.041886008344896,tamil-nadu,2019,1
5659,Realme,239102,0.037974983097223004,tamil-nadu,2019,1
